"T1 Cunningham","1","light","37 mm Gun M1916","ARMOR_PIERCING","28","21"
"T1 Cunningham","1","light","37 mm Gun M1916","ARMOR_PIERCING_CR","45","33"
"T1 Cunningham","1","light","37 mm Gun M1916","HIGH_EXPLOSIVE","19","19"
"T1 Cunningham","1","light","37 mm Semiautomatic Gun M1924","ARMOR_PIERCING","33","23"
"T1 Cunningham","1","light","37 mm Semiautomatic Gun M1924","ARMOR_PIERCING_CR","53","33"
"T1 Cunningham","1","light","37 mm Semiautomatic Gun M1924","HIGH_EXPLOSIVE","19","19"
"M2 Light Tank","2","light","Browning MG caliber .50 HB, M2","ARMOR_PIERCING","27","18"
"M2 Light Tank","2","light","20 mm Hispano-Suiza Birkigt Gun","ARMOR_PIERCING","30","15"
"M2 Light Tank","2","light","20 mm Hispano-Suiza Birkigt Gun","ARMOR_PIERCING_CR","41","15"
"M2 Light Tank","2","light","Browning MG caliber .50 HB, M2","ARMOR_PIERCING","27","18"
"M2 Light Tank","2","light","20 mm Hispano-Suiza Birkigt Gun","ARMOR_PIERCING","30","15"
"M2 Light Tank","2","light","20 mm Hispano-Suiza Birkigt Gun","ARMOR_PIERCING_CR","41","15"
"M2 Light Tank","2","light","37 mm Gun M5","ARMOR_PIERCING","48","36"
"M2 Light Tank","2","light","37 mm Gun M5","ARMOR_PIERCING_CR","70","61"
"M2 Light Tank","2","light","37 mm Gun M5","HIGH_EXPLOSIVE","19","19"
"M3 Stuart","3","light","20 mm Hispano-Suiza Birkigt Gun","ARMOR_PIERCING","30","15"
"M3 Stuart","3","light","20 mm Hispano-Suiza Birkigt Gun","ARMOR_PIERCING_CR","41","15"
"M3 Stuart","3","light","37 mm Gun M5","ARMOR_PIERCING","48","36"
"M3 Stuart","3","light","37 mm Gun M5","ARMOR_PIERCING_CR","70","61"
"M3 Stuart","3","light","37 mm Gun M5","HIGH_EXPLOSIVE","19","19"
"M3 Stuart","3","light","20 mm Hispano-Suiza Birkigt Gun","ARMOR_PIERCING","30","15"
"M3 Stuart","3","light","20 mm Hispano-Suiza Birkigt Gun","ARMOR_PIERCING_CR","41","15"
"M3 Stuart","3","light","37 mm Gun M5","ARMOR_PIERCING","48","36"
"M3 Stuart","3","light","37 mm Gun M5","ARMOR_PIERCING_CR","70","61"
"M3 Stuart","3","light","37 mm Gun M5","HIGH_EXPLOSIVE","19","19"
"M3 Stuart","3","light","37 mm Gun M6","ARMOR_PIERCING","56","38"
"M3 Stuart","3","light","37 mm Gun M6","ARMOR_PIERCING_CR","78","66"
"M3 Stuart","3","light","37 mm Gun M6","HIGH_EXPLOSIVE","19","19"
"M3 Lee","4","medium","75 mm Gun M2","ARMOR_PIERCING","90","78"
"M3 Lee","4","medium","75 mm Gun M2","ARMOR_PIERCING_CR","125","95"
"M3 Lee","4","medium","75 mm Gun M2","HIGH_EXPLOSIVE","38","38"
"M3 Lee","4","medium","75 mm Gun M3","ARMOR_PIERCING","92","80"
"M3 Lee","4","medium","75 mm Gun M3","ARMOR_PIERCING_CR","127","97"
"M3 Lee","4","medium","75 mm Gun M3","HIGH_EXPLOSIVE","38","38"
"M4A1 Sherman","5","medium","75 mm Gun M3","ARMOR_PIERCING","92","80"
"M4A1 Sherman","5","medium","75 mm Gun M3","ARMOR_PIERCING_CR","127","97"
"M4A1 Sherman","5","medium","75 mm Gun M3","HIGH_EXPLOSIVE","38","38"
"M4A1 Sherman","5","medium","105 mm M4","HIGH_EXPLOSIVE","53","53"
"M4A1 Sherman","5","medium","105 mm M4","HOLLOW_CHARGE","102","102"
"M4A1 Sherman","5","medium","75 mm Gun M3","ARMOR_PIERCING","92","80"
"M4A1 Sherman","5","medium","75 mm Gun M3","ARMOR_PIERCING_CR","127","97"
"M4A1 Sherman","5","medium","75 mm Gun M3","HIGH_EXPLOSIVE","38","38"
"M4A1 Sherman","5","medium","105 mm M4","HIGH_EXPLOSIVE","53","53"
"M4A1 Sherman","5","medium","105 mm M4","HOLLOW_CHARGE","102","102"
"M4A1 Sherman","5","medium","76 mm Gun M1A1","ARMOR_PIERCING","128","110"
"M4A1 Sherman","5","medium","76 mm Gun M1A1","ARMOR_PIERCING_CR","177","158"
"M4A1 Sherman","5","medium","76 mm Gun M1A1","HIGH_EXPLOSIVE","38","38"
"M4A3E8 Sherman","6","medium","75 mm Gun M3","ARMOR_PIERCING","92","80"
"M4A3E8 Sherman","6","medium","75 mm Gun M3","ARMOR_PIERCING_CR","127","97"
"M4A3E8 Sherman","6","medium","75 mm Gun M3","HIGH_EXPLOSIVE","38","38"
"M4A3E8 Sherman","6","medium","76 mm Gun M1A1","ARMOR_PIERCING","128","110"
"M4A3E8 Sherman","6","medium","76 mm Gun M1A1","ARMOR_PIERCING_CR","177","158"
"M4A3E8 Sherman","6","medium","76 mm Gun M1A1","HIGH_EXPLOSIVE","38","38"
"M4A3E8 Sherman","6","medium","105 mm M4","HIGH_EXPLOSIVE","53","53"
"M4A3E8 Sherman","6","medium","105 mm M4","HOLLOW_CHARGE","102","102"
"M4A3E8 Sherman","6","medium","75 mm Gun M3","ARMOR_PIERCING","92","80"
"M4A3E8 Sherman","6","medium","75 mm Gun M3","ARMOR_PIERCING_CR","127","97"
"M4A3E8 Sherman","6","medium","75 mm Gun M3","HIGH_EXPLOSIVE","38","38"
"M4A3E8 Sherman","6","medium","76 mm Gun M1A1","ARMOR_PIERCING","128","110"
"M4A3E8 Sherman","6","medium","76 mm Gun M1A1","ARMOR_PIERCING_CR","177","158"
"M4A3E8 Sherman","6","medium","76 mm Gun M1A1","HIGH_EXPLOSIVE","38","38"
"M4A3E8 Sherman","6","medium","76 mm Gun M1A2","ARMOR_PIERCING","128","110"
"M4A3E8 Sherman","6","medium","76 mm Gun M1A2","ARMOR_PIERCING_CR","177","158"
"M4A3E8 Sherman","6","medium","76 mm Gun M1A2","HIGH_EXPLOSIVE","38","38"
"M4A3E8 Sherman","6","medium","105 mm M4","HIGH_EXPLOSIVE","53","53"
"M4A3E8 Sherman","6","medium","105 mm M4","HOLLOW_CHARGE","102","102"
"T20","7","medium","76 mm Gun M1A1","ARMOR_PIERCING","128","110"
"T20","7","medium","76 mm Gun M1A1","ARMOR_PIERCING_CR","177","158"
"T20","7","medium","76 mm Gun M1A1","HIGH_EXPLOSIVE","38","38"
"T20","7","medium","76 mm Gun M1A2","ARMOR_PIERCING","128","110"
"T20","7","medium","76 mm Gun M1A2","ARMOR_PIERCING_CR","177","158"
"T20","7","medium","76 mm Gun M1A2","HIGH_EXPLOSIVE","38","38"
"T20","7","medium","76 mm Gun M1A1","ARMOR_PIERCING","128","110"
"T20","7","medium","76 mm Gun M1A1","ARMOR_PIERCING_CR","177","158"
"T20","7","medium","76 mm Gun M1A1","HIGH_EXPLOSIVE","38","38"
"T20","7","medium","76 mm Gun M1A2","ARMOR_PIERCING","128","110"
"T20","7","medium","76 mm Gun M1A2","ARMOR_PIERCING_CR","177","158"
"T20","7","medium","76 mm Gun M1A2","HIGH_EXPLOSIVE","38","38"
"T20","7","medium","105 mm M4","HIGH_EXPLOSIVE","53","53"
"T20","7","medium","105 mm M4","HOLLOW_CHARGE","102","102"
"T20","7","medium","90 mm Gun M3","ARMOR_PIERCING","160","135"
"T20","7","medium","90 mm Gun M3","ARMOR_PIERCING_CR","243","221"
"T20","7","medium","90 mm Gun M3","HIGH_EXPLOSIVE","45","45"
"T1 Heavy Tank","5","heavy","3-inch Gun M7","ARMOR_PIERCING","101","93"
"T1 Heavy Tank","5","heavy","3-inch Gun M7","ARMOR_PIERCING_CR","157","101"
